Format Version,1.23,Take Name,Take 2024-05-04 07.06.18 PM,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2024-05-04 07.06.19.896 PM,Capture Start Frame,890673,Total Frames in Take,44039,Total Exported Frames,44039,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6","97A072280A1311EFA0BCABC55148E6B6"
,,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
219,7.300000,-3.499428,2.399309,2.915279,544.665344,887.262329,261.167480
220,7.333333,-3.572928,2.445497,2.977676,544.809082,887.334106,261.028778
221,7.366667,-3.622016,2.499325,3.052096,544.938599,887.377930,260.884583
222,7.400000,-3.662604,2.537953,3.147922,545.105408,887.442993,260.782562
223,7.433333,-3.666849,2.565475,3.180562,545.137146,887.462036,260.704773
224,7.466667,-3.744795,2.580667,3.224548,545.263611,887.540710,260.630981
225,7.500000,-3.744497,2.593923,3.239215,545.254944,887.535645,260.531189
226,7.533333,-3.751673,2.601232,3.248399,545.276245,887.540833,260.483978
227,7.566667,-3.750487,2.595363,3.250287,545.274780,887.541260,260.531982
228,7.600000,-3.741041,2.599882,3.251855,545.274963,887.545410,260.589844
229,7.633333,-3.736252,2.588325,3.252465,545.273193,887.553284,260.683594
230,7.666667,-3.731542,2.591117,3.251555,545.277649,887.543457,260.681213
231,7.700000,-3.736290,2.593650,3.257308,545.275146,887.549438,260.662689
232,7.733333,-3.739216,2.596503,3.476048,545.231384,887.729980,260.671661
233,7.766667,-3.739235,2.595777,3.479592,545.239258,887.739746,260.704163
234,7.800000,-3.737532,2.595142,3.478050,545.229126,887.743103,260.731995
235,7.833333,-3.735781,2.593657,3.476177,545.242188,887.733887,260.752380
236,7.866667,-3.730627,2.597738,3.480407,545.234253,887.734863,260.750488
237,7.900000,-3.736288,2.594528,3.480726,545.238403,887.740112,260.757507
238,7.933333,-3.736480,2.591390,3.468740,545.238281,887.743652,260.737152
239,7.966667,-3.736155,2.593359,3.484190,545.236450,887.741760,260.742828
240,8.000000,-3.731771,2.596014,3.477657,545.236816,887.731873,260.752289
241,8.033333,-3.733971,2.596627,3.491140,545.237000,887.739746,260.752991
242,8.066667,-3.731685,2.593891,3.473459,545.234863,887.745728,260.769928
